,Title,Vocalist(s),Instrumentalist(s),Year,Mo,Da,Genre
7486,Fatal y tanguera,Jorge Vidal,-unspecified guitars-,1954,04,22,tango
7487,Fatalmente nada,Roberto Rufino,Miguel Caló,1966,09,27,tango
7488,Fatalmente nada,Jorge Rolando,Héctor Varela,1966,11,21,tango
7489,Faus,-,Roberto Firpo,1927,03,17,fox trot
7490,Favorita,Agustín Irusta,Francisco Canaro,1927,09,03,tango
7491,Fayuca,Ernesto Famá,Orquesta Típica Victor,1929,12,11,tango
7492,Fayuta,Charlo,Francisco Canaro,1928,10,03,tango
7493,Fayuto,Carlos Gardel,"Ángel Domingo Riverol, Guillermo Barbieri, José María Aguilar",1930,09,17,tango
7494,Fea,Carlos Gardel,,,,,tango
7495,Fea,Susana Rinaldi,,,,,tango
7496,Fea,Alberto Castillo,Enrique Alessio,1947,03,13,tango
7497,Fea,Fernando Reyes,Enrique Rodríguez,,,,tango
7498,Fea,Fernando Reyes,Enrique Rodríguez,1946,06,21,tango
7499,Fea,Carlos Gardel,"Guillermo Barbieri, José Ricardo",,,,tango
7500,Fea,Alfredo Rojas,José García,1942,01,23,tango
7501,Fea,Raúl Quiroz,Mario Demarco,,,,tango
7502,Fea,Carlos Gardel,Osvaldo Fresedo,,,,tango
7503,Fea... pero simpática,Héctor Palacios,Orquesta Típica Victor,1936,06,12,ranchera
7504,Federación,Agustín Irusta,Francisco Canaro,1927,03,12,tango
7505,Federación,Agustín Irusta,Francisco Canaro,1951,06,12,tango
7506,Federación,"Agustín Irusta, -choir-",Francisco Canaro,1927,03,12,tango
7507,Federación,-choir-,Francisco Canaro,1932,06,08,tango
7508,Federación,Carlos Gardel,"Guillermo Barbieri, José Ricardo",1927,05,05,tango
7509,Federico... a casa!,Francisco Amor,Francisco Canaro,1940,11,04,polca
7510,Felicidad,Juan Carlos Godoy,Alfredo De Angelis,1959,12,21,tango
7511,Felicidad,,Enrique Lomuto,1937,06,16,vals
7512,Felicidad,"Alfredo Belusi, Floreal Ruíz",José Basso,1959,12,01,tango
7513,Felicidad,Jorge Valdez,Juan D'Arienzo,1960,09,07,tango
7514,Felicidades,Agustín Irusta,,,,,vals
7515,Felicita,Alfredo Rojas,José García,1942,11,04,milonga
7516,"Felicitame, hermano","Luis Díaz, -choir-",Edgardo Donato,,,,tango
7517,Felisa Tolosa,Carlos Dante,Alfredo De Angelis,1954,10,15,vals
7518,Felisa Tolosa,Charlo,Francisco Canaro,1929,12,10,vals
7519,Felisa Tolosa,Charlo,Francisco Canaro,1930,05,02,vals
7520,Feliz cumpleaños mama,Osvaldo Bazán,Juan Sánchez Gorio,1954,11,05,vals
7521,Feliz navidad,Jorge Valdez,Juan D'Arienzo,1958,12,03,vals
7522,Feliz nochebuena,Argentino Ledesma,Mario Demarco,1962,11,22,?
7523,Festín,Roberto Rufino,Raúl Miguel Garello,1970,10,26,tango
7524,Fetiche,-,Roberto Firpo,1927,01,13,shimmy
7525,Ficha de oro,Francisco Fiorentino,Aníbal Troilo,1942,10,09,milonga
7526,Ficha de oro,Osvaldo Moreno,Manuel Buzón,1942,11,17,milonga
7527,Ficha personal,Armando Moreno,Enrique Rodríguez,1944,09,21,milonga
7528,Ficha personal,Armando Moreno,Enrique Rodríguez,1944,10,18,milonga
7529,Fichera,Armando Laborde,Juan D'Arienzo,1970,08,21,tango
7530,Fierro chifle,Charlo,Francisco Canaro,1928,08,23,tango
7531,Fierro chifle,Carlos Gardel,"Guillermo Barbieri, José Ricardo, José María Aguilar",1928,10,11,tango
7532,Fierro chifle,Ignacio Corsini,-unspecified guitars-,,,,?
7533,Fierro Manso,Rubén Juárez,Roberto Grela,1977,12,07,milonga
7534,Fiesta,Príncipe Azul,Roberto Firpo,1931,12,09,rumba
7535,Fiesta asao y cimarrón,Roberto Díaz,Orquesta Victor popular,,,,ranchera
7536,Fiesta campera,"Agustín Magaldi, Pedro Noda",-unspecified guitars-,1928,01,31,chacarera
7537,Fiesta criolla,Agustín Irusta,Francisco Canaro,1927,09,12,tango
7538,Fiesta criolla,Carlos Gardel,"Guillermo Barbieri, José Ricardo",1927,10,22,canción
7539,Fiesta de luces,Ernesto Famá,Francisco Canaro,1933,05,02,paso doble
7540,Fiesta del tambor,Romeo Gavioli,Romeo Gavioli,,,,candombe
7541,Fiesta en el corazón,Libertad Lamarque,,,,,huapango
7542,Fiesta granadina,Roberto Maida,Francisco Canaro,1935,03,25,paso doble
7543,Fiesta santa,,Osvaldo Fresedo,,,,tango
7544,Fiesta y milonga,Eladia Blázquez,,,,,?
7545,Fiesta y milonga,Eladia Blázquez,Atilio Stampone,,,,?
7546,"Fiesta, asao y cimarrón",Francisco Fiorentino,Juan D'Arienzo,,,,ranchera
7547,Filomena,Roberto Maida,Francisco Canaro,1938,04,21,paso doble
7548,Filosofia barata,Roberto Goyeneche,,,,,?
7549,Filosofía barata,Roberto Goyeneche,Orquesta Típica Porteña,1972,03,17,tango
7550,Filosofia barata,Carlos Lafuente,Orquesta Típica Victor,1933,01,31,ranchera
7551,Fin de fiesta,Ernesto Famá,Francisco Canaro,1934,02,17,tango
7552,Fin de novela,Félix Romero,,,,,vals
7553,Final,,Porfirio Díaz,,,,tango
7554,Final,-unspecified male-,Orquesta Típica Fernández Fierro,,,,tango
7556,Final de función,-unspecified male-,José Ángel Trelles,,,,tango
7557,Final feliz,,Mariano Mores,,,,?
7558,Firuletear de bandoneón,Juan Carlos Casas,Pedro Laurenz,1942,12,02,tango
7559,Flor amarga,Oscar Nelson,Orquesta Puglia-Pedroza,,,,tango
7560,Flor campera,Jorge Vidal,,,,,tango
7561,Flor campera,Jorge Casal,Aníbal Troilo,,,,tango
7562,Flor campera,Carlos Gardel,"Guillermo Barbieri, José María Aguilar",,,,tango
7563,Flor campera,Carlos Gardel,"Guillermo Barbieri, José María Aguilar",1929,07,22,tango
7564,Flor campera,Roberto Rufino,Armando Cupo,,,,tango
7565,Flor de amigo,Alfredo del Río,,,,,milonga
7566,Flor de amigo,Mario Pomar,Carlos Di Sarli,1955,07,15,tango
7567,Flor de arrabal,"Mario Alonso, Alberto Arenas",Francisco Canaro,1952,08,11,milonga
7568,Flor de azalea,Libertad Lamarque,Manuel Esperón,,,,bolero
7569,Flor de belleza,"Charlo, -choir-",Francisco Canaro,1931,04,10,potpourri
7570,Flor de cardo,Carlos Gardel,"Guillermo Barbieri, José Ricardo",,,,tango
7571,Flor de ceibo,Charlo,Francisco Canaro,1928,10,31,tango
7572,Flor de fango,Charlo,,,,,tango
7573,Flor de fango,Oscar Larroca,Alfredo De Angelis,1951,05,10,tango
7574,Flor de fango,Roberto Chanel,Florindo Sassone,1950,04,27,tango
7575,Flor de fango,Charlo,Francisco Canaro,1931,04,14,tango
7576,Flor de fango,Carlos Gardel,José Ricardo,,,,tango
7577,Flor de fango,Alberto Castillo,Osvaldo Requena,,,,tango
7578,Flor de fango,Alberto Castillo,Osvaldo Requena,,,,tango
7579,Flor de fango,Rosita Quiroga,Vicente Spina,1926,12,12,tango
7580,Flor de fango,Charlo,-unspecified guitars-,,,,milonga
7581,Flor de fango,Charlo,-unspecified guitars-,1940,03,27,milonga
7582,Flor de fango,Rosita Quiroga,-unspecified guitars-,1926,12,12,tango
7583,Flor de la raza,Roberto Díaz,Roberto Firpo,1932,06,13,paso doble
7584,Flor de lino,,,,,,vals
7585,Flor de lino,Floreal Ruíz,Aníbal Troilo,1947,04,29,vals
7586,Flor de lino,-unspecified male-,Esteban Morgado,,,,vals
7587,Flor de lino,Raúl Iriarte,Miguel Caló,1946,12,03,vals
7588,Flor de lino,,Sexteto Milonguero,,,,vals
7589,Flor de lino,Oscar Alonso,-unspecified guitars-,,,,vals
7590,Flor de lino,Oscar Alonso,-unspecified guitars-,,,,vals
7591,Flor de lis,Armando Moreno,Enrique Rodríguez,1944,07,04,tango
7592,Flor de mi rancho,Fernando Díaz,Francisco Lomuto,1934,09,14,ranchera
7593,Flor de milonga,Enrique Campos,Rogelio Coll,,,,milonga
7594,Flor de Monserrat,Alberto Amor,Rodolfo Biagi,1945,11,30,milonga
7595,Flor de pajonal,Carlos A. Varela,Roberto Firpo,1930,04,28,ranchera
7596,Flor de pena,Roberto Ángel Baiot,Eduardo Del Piano,1957,08,04,tango
7597,Flor de placer,Roberto Díaz,Orquesta Típica Victor,1929,11,26,tango
7598,Flor de rea,Charlo,Francisco Canaro,1929,05,15,tango
7599,Flor de rea,Carlos Viván,Juan Félix Maglio,1928,12,20,tango
7600,Flor de rea,Carlos Viván,Juan Félix Maglio,1928,12,20,tango
7601,Flor de taupi,Carlos Lafuente,Orquesta Típica Victor,1932,12,28,ranchera
7602,Flor de té,"Adolfo Rivas, Orlando Verri",,1953,01,12,tango
7603,Flor de trebol,Teófilo Ibáñez,Julio De Caro,,,,ranchera
7604,Flor de trébol,Teófilo Ibáñez,Julio De Caro,,,,ranchera
7605,Flor del campo,"Ada Falcón, -choir-",Francisco Canaro,1930,09,24,ranchera
7606,Flor del campo,"Luis Díaz, -choir-",Francisco Canaro,1930,09,17,ranchera
7607,Flor del campo,Charlo,Francisco Lomuto,1928,03,10,tango
7608,Flor del mal,Héctor Mauré,Juan D'Arienzo,1940,12,12,vals
7609,Flor del placer,Roberto Díaz,Orquesta Típica Victor,1929,11,26,tango
7610,Flor del valle,Roberto Goyeneche,,,,,tango
7611,Flor del valle,Carlos Gardel,"Ángel Domingo Riverol, Domingo Julio Vivas, Guillermo Barbieri",1931,09,28,tango
7612,Flor del valle,Armando Guerrico,Fulvio Salamanca,1960,07,12,tango
7613,Flor del valle,Roberto Goyeneche,Raúl Miguel Garello,,,,tango
7614,Flor del valle,Roberto Goyeneche,Orquesta Típica Porteña,1977,09,05,?
7615,Flor marchita,Ignacio Corsini,Roberto Firpo,,,,tango
7616,Flor otoñal,Carlos Viván,Juan Félix Maglio,1930,05,08,vals
7617,Flor serrana,"Agustín Magaldi, Pedro Noda","Enrique Maciel, José María Aguilar",,,,zamba
7618,Flora,Ernesto Famá,Carlos Di Sarli,1930,11,04,tango
7619,Florcita criolla,Ada Falcón,Francisco Canaro,1931,07,15,vals
7620,Florcita criolla,Charlo,Francisco Canaro,1931,06,24,vals
7621,Florcita criolla,Carlos A. Varela,Roberto Firpo,1930,11,20,vals
7622,Florcita criolla (flor del pais),Carlos A. Varela,Roberto Firpo,1930,11,20,vals
7623,Florcita porteña,Argentino Ledesma,Jorge Dragone,,,,milonga
7624,Florcita primaveral,Alberto Vila,-unspecified guitars-,,,,vals
7625,Flores artificiales,Armando Moreno,Domingo Federico,1952,07,21,tango
7626,Flores del alma,"Carlos Dante, Julio Martel",Alfredo De Angelis,1947,07,03,vals
7627,Flores del alma,"Carlos Vidal, Oscar Larroca",Domingo Federico,1947,06,04,vals
7628,Flores del alma,,Lalo Schifrin,,,,vals
7629,Flores del alma,Martín Podestá,Pedro Laurenz,,,,vals
7630,Flores del alma,Martín Podestá,Pedro Laurenz,1942,01,07,vals
7631,Flores puntanas,"Agustín Magaldi, Pedro Noda",-unspecified guitars-,,,,zamba
7632,Flores rojas,Charlo,Francisco Lomuto,1928,05,03,tango
7633,Flores secas,Charlo,Francisco Canaro,1929,03,01,tango
7634,"Flores, divinas flores",Teófilo Ibáñez,,,,,paso doble
7635,Florida de seis a ocho,Fernando Díaz,Adolfo Carabelli,1934,04,25,fox trot
7636,Fogata de San Pedro,Romeo Gavioli,Romeo Gavioli,,,,candombe
7637,Fogón de huella,Roberto Goyeneche,Aníbal Troilo,1971,06,24,tango
7638,Fogón de huella,Edmundo Rivero,Carlos Figari,,,,tango
7639,Fogón de huella,Roberto Florio,Carlos Di Sarli,1956,04,18,tango
7640,Fogón de huella,Jorge Casal,Florindo Sassone,1949,07,06,tango
7641,Fogón de huella,Alberto Marino,-unspecified guitars-,1952,08,08,tango
7642,Fogón de huella,Jorge Durán,,,,,tango
7643,Folie,Carlos Gardel,,,,,canción
7644,Folie,Carlos Gardel,,1931,09,21,canción
7645,Folie | Locura,Carlos Gardel,,1931,09,21,canción
7646,Fondín de Pedro Mendoza,Carlos Gardel,"Ángel Domingo Riverol, Guillermo Barbieri",1931,05,28,tango
7647,Fondín de Pedro Mendoza,Ángel Vargas,Eduardo Del Piano,1950,05,10,tango
7648,Fondín de Pedro Mendoza,Charlo,Francisco Canaro,1930,11,05,tango
7649,Fondín de Pedro Mendoza,Charlo,Francisco Canaro,1930,12,08,tango
7650,Fondín de Pedro Mendoza,Argentino Ledesma,Jorge Dragone,,,,tango
7651,Fondín de Pedro Mendoza,Juan Carlos Godoy,Ricardo Tanturi,1957,04,02,tango
7652,Forastera,Alberto Vila,-unspecified guitars-,,,,tango
7653,Fortin mulitas,Ernesto Falcón,Enrique Rodríguez,1967,10,04,milonga
7654,Fosforerita,Argentino Ledesma,Alberto Di Paulo,,,,?
7655,Fósforerita,Azucena Maizani,Francisco Canaro,,,,tango
7656,Fosforerita,Argentino Ledesma,Héctor Varela,,,,tango
7657,Fosforerita,Argentino Ledesma,Héctor Varela,1957,01,18,tango
7658,Fotogenico,Mercedes Simone,-unspecified guitars-,,,,tango
7659,Fracanapa,,Astor Piazzolla,,,,tango
7660,Fracasado,Charlo,Francisco Canaro,1928,10,24,tango
7661,Fracaso,Roberto Maida,Francisco Canaro,1936,05,20,tango
7662,Fracaso,Mercedes Simone,,1936,04,21,tango
7663,Fragmento de el Muerto - Milonga del Tiro de Gracia,-unspecified male-,,,,,tango
7664,Francesita,Alberto Marino,,,,,tango
7666,Francesita,Charlo,Francisco Canaro,1928,12,19,tango
7667,Francesita,Carlos Gardel,"Guillermo Barbieri, José Ricardo",,,,tango
7668,Francesita,Alberto Marino,,1954,11,09,tango
7669,Francia,Carlos Gardel,"Guillermo Barbieri, José Ricardo",,,,tango canción
7670,Frankestein,-unspecified female-,,,,,?
7671,Frase,Alberto Hidalgo,Fulvio Salamanca,,,,tango
7672,Frase,Jorge Maciel,Osvaldo Pugliese,,,,tango
7673,Fray milonga,Luis Díaz,Adolfo Carabelli,1934,04,13,tango
7674,Frena muchacho loco,Félix Gutiérrez,Francisco Canaro,1932,09,09,tango
7675,Frenesí,Pedro Vargas,,,,,
7676,Frenesí,,Orquesta Típica Victor,1941,05,07,bolero
7677,Frenesí,,Orquesta Típica Victor,1941,05,21,bolero
7678,Frenético,Raúl Ledesma,Miguel Caló,1958,07,11,tango
7679,Frente a Dios,,Osvaldo Fresedo,,,,canción
7680,Frente a frente,Omar Quiroz,Enrique Rodríguez,1956,05,11,fox trot
7681,Frente a una copa,Alberto Morán,,,,,tango
7682,Frente a una copa,Rubén Sánchez,Domingo Federico,,,,tango
7683,Frente a una copa,Rubén Sánchez,Domingo Federico,,,,tango
7684,Frente a una copa,Alberto Morán,Osvaldo Pugliese,1949,05,04,tango
7685,Frente a una copa,Jorge Maciel,,1968,04,08,tango
7686,Frente al dolor,Ernesto Famá,Francisco Canaro,1934,05,22,tango
7687,Frente al espejo,Alfredo del Río,Eduardo Rovira,,,,tango
7688,Frente al espejo,Tito Reyes,Roberto Caló,1957,09,19,tango
7689,Frente al espejo,Julio Fontana,Juan Sánchez Gorio,1958,01,13,tango
7690,Frente al estaño,Claudio Bergé,Carlos García,1969,03,10,tango
7691,Frente al mar,Roberto Goyeneche,,,,,tango
7692,Frente al mar,Rosanna Falasca,,,,,tango
7693,Frente al mar,Rosaura Silvestre,,,,,tango
7694,Frente al mar,Susy Leiva,,,,,tango
7695,Frente al mar,Susy Leiva,,,,,tango
7696,Frente al mar,Roberto Rufino,Aníbal Troilo,1963,04,23,tango
7697,Frente al mar,Argentino Ledesma,Alberto Di Paulo,,,,tango
7698,Frente al mar,Jorge Durán,José Basso,,,,tango
7699,Frente al mar,Jorge Valdez,Juan D'Arienzo,1963,08,08,tango
7700,Frente al mar,Antonio Prieto,Mariano Mores,,,,tango
7701,Frente al mar,Susy Leiva,Mariano Mores,,,,tango
7702,Frente al mar,Susy Leiva,Mariano Mores,1963,06,05,tango
7703,Frente al mar,"Susy Leiva, -choir-",Mariano Mores,,,,tango
7704,Frente al mar,Argentino Ledesma,Mario Demarco,1963,03,26,tango
7705,Frío,Roberto Maida,Francisco Canaro,1938,07,26,tango
7706,Frou frou | Fru fru,Roberto Flores,Enrique Rodríguez,1939,06,05,vals
7707,Fru fru,Roberto Flores,Enrique Rodríguez,1939,06,05,vals
7708,Fru Fru...,Agustín Magaldi,-unspecified guitars-,1928,06,08,fox trot
7709,Fruta amarga,Adriana Varela,,,,,tango
7710,Fruta amarga,Libertad Lamarque,,,,,tango
7711,Fruta amarga,María Graña,,,,,?
7712,Fruta amarga,Roberto Goyeneche,,,,,tango
7713,Fruta amarga,Libertad Lamarque,Alfredo Malerba,1945,08,14,tango
7714,Fruta amarga,Alberto Marino,Aníbal Troilo,1945,08,10,tango
7715,Fruta amarga,Roberto Goyeneche,Atilio Stampone,1972,10,03,tango
7716,Fruta amarga,Francisco Fiorentino,Astor Piazzolla,1945,10,16,tango
7717,Fruta amarga,-unspecified female-,Esteban Morgado,,,,tango
7718,Fruta amarga,Raúl Iriarte,Miguel Caló,1945,05,22,tango
7719,Fruta amarga,Lidia Borda,,,,,tango
7720,Fruta amarga,Adriana Varela,,,,,tango
7721,Fruto bendito,Azucena Maizani,Francisco Canaro,1926,12,28,tango
7722,Fruto dulce,"Carlos Dante, Julio Martel",Alfredo De Angelis,1947,12,23,tango
7723,Fué en Buenos Aires,Hugo del Carril,,,,,tango
7724,Fué en Buenos Aires,Hugo del Carril,-unspecified orchestra-,,,,bolero tango
7725,Fué mi salvación,Nina Miranda,,,,,tango
7726,Fué mi salvación,Horacio Lagos,Edgardo Donato,1940,11,22,tango
7727,Fue mi salvación,Roberto Morel,Edgardo Donato,1955,03,25,tango
7728,Fué por una mujer,Carlos Roldán,Francisco Canaro,1944,05,08,tango
7729,Fue su destino,Carlos Lafuente,Orquesta Típica Victor,1934,10,03,tango
7730,Fué tu culpa,,José Lucchesi,,,,tango
7731,Fuego,Luis Díaz,Julio De Caro,1938,03,10,tango
7732,Fuegos de artificios,"Ernesto Famá, -choir-",Alberto Gambino,1936,03,20,marcha
7733,Fuelle amigo,Charlo,Francisco Lomuto,1929,10,15,tango
7734,Fuelle querido,Carlos Dante,Juan D'Arienzo,,,,tango
7735,Fuera de estación,-unspecified male-,,,,,tango
7736,Fueron tres años,Argentino Ledesma,,,,,tango
7737,Fueron tres años,Jorge Falcón,,,,,tango
7738,Fueron tres años,Diego Solís,,,,,tango
7739,Fueron tres años,Jorge Vidal,,,,,tango
7740,Fueron tres años,Jorge Vidal,,1956,06,25,tango
7741,Fueron tres años,Argentino Ledesma,Alberto Di Paulo,,,,tango
7742,Fueron tres años,Alberto Podestá,Enrique Francini,1956,07,27,tango
7743,Fueron tres años,Nina Miranda,Graciano Gómez,,,,tango
7744,Fueron tres años,,Héctor Varela,1956,05,18,tango
7745,Fueron tres años,Argentino Ledesma,Héctor Varela,,,,tango
7746,Fueron tres años,Argentino Ledesma,Héctor Varela,,,,tango
7747,Fueron tres años,Argentino Ledesma,Héctor Varela,1956,05,18,tango
7748,Fueron tres años,Jorge Falcón,Héctor Varela,,,,tango
7749,Fueron tres años,-unspecified male-,Héctor Varela,,,,tango
7750,Fueron tres años,Ruben Peloni,Ensemble Hyperion,,,,tango
7751,Fueron tres años,Jorge Hidalgo,,1956,07,18,tango
7752,Fueron tres años,Héctor Mauré,-unspecified orchestra-,,,,tango
7754,Fueye,Amadeo Mandarino,,,,,tango
7755,Fueye,Argentino Ledesma,,,,,tango
7756,Fueye,Roberto Goyeneche,,,,,tango
7757,Fueye,,Aníbal Troilo,,,,tango
7758,Fueye,Francisco Fiorentino,Aníbal Troilo,1942,06,12,tango
7759,Fueye,Roberto Goyeneche,Aníbal Troilo,1971,05,06,tango
7760,Fueye,Amadeo Mandarino,Manuel Buzón,1942,06,05,tango
7761,Fugaz,-unspecified male-,,,,,tango
7762,Fugitiva,Maria De La Fuente,Astor Piazzolla,,,,tango
7763,Fugitiva,Edmundo Rivero,Carlos Figari,,,,tango
7764,Fugitiva,Maria De La Fuente,Héctor María Artola,,,,tango
7765,Fugitiva,Héctor Pacheco,Osvaldo Fresedo,,,,tango
7766,Fugitiva,Héctor Pacheco,Osvaldo Fresedo,1952,09,28,tango
7767,Fugitiva,Héctor Pacheco,Osvaldo Fresedo,1952,10,16,tango
7768,Fui,Alberto Marino,Emilio Balcarce,1947,09,10,tango
7769,Fui testigo,Oscar Serpa,Osvaldo Fresedo,1943,04,09,tango
7770,Fuimos,Adriana Varela,,,,,tango
7771,Fuimos,Argentino Ledesma,,,,,tango
7772,Fuimos,,,,,,tango
7773,Fuimos,Roberto Goyeneche,,,,,tango
7774,Fuimos,Maria De La Fuente,Américo Belloto,,,,tango
7775,Fuimos,Maria De La Fuente,,,,,tango
7776,Fuimos,Alberto Marino,Aníbal Troilo,1946,04,10,tango
7777,Fuimos,Jorge Valdez,Alberto Di Paulo,,,,tango
7778,Fuimos,Maria De La Fuente,Argentino Galván,1946,09,05,tango
7779,Fuimos,María Volonté,,,,,?
7780,Fuimos,Roberto Goyeneche,Néstor Marconi,,,,tango
7781,Fuimos,Miguel Montero,Armando Cupo,,,,tango
7782,Fuimos,Iván Casadó,Osvaldo Fresedo,,,,tango
7783,Fuimos,Oscar Serpa,Osvaldo Fresedo,1946,07,26,tango
7784,Fuimos,Roberto Chanel,Osvaldo Pugliese,1946,03,28,tango
7785,Fuimos,Roberto Goyeneche,Orquesta Típica Porteña,,,,tango
7786,Fuimos,Nelly Omar,-unspecified orchestra-,,,,tango
7787,Fuiste,Rosita Quiroga,-unspecified orchestra-,1926,01,18,tango
7788,Fulerías,Roberto Díaz,Orquesta Típica Victor,1929,11,06,tango
7789,Fulgor,Oscar Serpa,Carlos Di Sarli,1953,12,18,tango
7790,Fumando espero,Emilio Ramil,,,,,tango
7791,Fumando espero,Libertad Lamarque,,,,,tango
7792,Fumando espero,Diego Solís,,,,,tango
7793,Fumando espero,Jorge Vidal,,,,,tango
7794,Fumando espero,Rosaura Silvestre,,,,,tango
7795,Fumando espero,Jorge Sareli,,,,,tango
7796,Fumando espero,Carlos Dante,Alfredo De Angelis,1956,04,03,tango
7797,Fumando espero,Argentino Ledesma,Alberto Di Paulo,,,,?
7798,Fumando espero,,Carlos Di Sarli,1956,02,03,tango
7799,Fumando espero,Argentino Ledesma,Carlos Di Sarli,1956,02,03,tango
7800,Fumando espero,Roberto Florio,Carlos Di Sarli,1956,03,07,tango
7801,Fumando espero,Olga Delgrossi,Donato Racciatti,,,,tango
7802,Fumando espero,Olga Delgrossi,Donato Racciatti,,,,tango
7803,Fumando espero,Elsa Moreno,Enrique Mora,1955,05,20,tango
7804,Fumando espero,,Enrique Mora,1955,05,20,tango
7805,Fumando espero,Roberto Fugazot,Francisco Canaro,1927,09,30,tango
7806,Fumando espero,Nina Miranda,Graciano Gómez,,,,tango
7807,Fumando espero,,,,,,tango
7808,Fumando espero,Fernando Soler,,,,,tango
7809,Fumando espero,Argentino Ledesma,Héctor Varela,,,,tango
7810,Fumando espero,Argentino Ledesma,Héctor Varela,1955,06,01,tango
7811,Fumando espero,,,,,,tango
7812,Fumando espero,Ruben Peloni,Ensemble Hyperion,,,,tango
7813,Fumando espero,Mario Pomar,Los señores del tango,,,,tango
7814,Fumando espero,Rosita Quiroga,Orquesta Típica Victor,1927,07,11,tango
7815,Fumando espero,Rosita Quiroga,Orquesta Típica Victor,1927,07,21,tango
7816,Fumando espero,Ignacio Corsini,-unspecified guitars-,,,,tango
7817,Fumando espero,Ignacio Corsini,-unspecified guitars-,1927,11,17,tango
7818,Fumando espero,Jorge Vidal,-unspecified guitars-,,,,tango
7819,Fumando espero,Rosita Quiroga,-unspecified guitars-,1927,07,11,tango
7820,Fumando espero,Ignacio Corsini,-unspecified guitars-,,,,tango
7821,Fumando espero,,-unspecified orchestra-,,,,tango
7822,Fumando espero,Rosita Quiroga,-unspecified orchestra-,,,,tango
