,Title,Orchestra,Singer,Record Date,Genre,Duration,Label,Disc type,Disc No.
1269,Consejos,Juan D'Arienzo y su Orquesta Típica,Alberto Reynal,1942-04-22,Tango,02:37,RCA Victor,Shellac,39588-B
1270,Mirame en la cara,Juan D'Arienzo y su Orquesta Típica,Héctor Mauré,1942-06-18,Tango,02:56,RCA Victor,Shellac,39638
1271,Claudinette,Juan D'Arienzo y su Orquesta Típica,Héctor Mauré,1942-08-12,Tango,02:25,RCA Victor,Shellac,39689
1272,Pompas de jabón,Juan D'Arienzo y su Orquesta Típica,Juan Carlos Lamas,1942-09-24,Tango,02:27,RCA Victor,Shellac,39787
1273,Cortada de San Ignacio,Juan D'Arienzo y su Orquesta Típica,Héctor Mauré,1942-09-24,Milonga,02:26,RCA Victor,Shellac,39741
1274,"Seguime, corazón",Juan D'Arienzo y su Orquesta Típica,Juan Carlos Lamas,1942-10-27,Tango,02:28,RCA Victor,Shellac,60-0302
1275,Cicatrices,Juan D'Arienzo y su Orquesta Típica,Héctor Mauré,1942-12-22,Tango,02:17,RCA Victor,Shellac,60-0054
1276,Enamorado (metido),Juan D'Arienzo y su Orquesta Típica,Héctor Mauré,1943-06-23,Tango,02:31,RCA Victor,Shellac,60-0302
1277,Tabú,Juan D'Arienzo y su Orquesta Típica,Héctor Mauré,1943-07-13,Milonga Candombe,02:09,RCA Victor,Shellac,60-0130
1278,Vea... vea...,Juan D'Arienzo y su Orquesta Típica,Instrumental,1943-07-13,Tango,02:37,RCA Victor,Shellac,60-0388
1279,Yo quiero cantar un tango,Juan D'Arienzo y su Orquesta Típica,Héctor Mauré,1943-09-28,Tango,02:55,RCA Victor,Shellac,60-0230
1280,La puñalada,Juan D'Arienzo y su Orquesta Típica,Instrumental,1943-11-23,Milonga,01:58,RCA Victor,Shellac,60-0301
1281,Es inútil que la llores,Juan D'Arienzo y su Orquesta Típica,Juan Carlos Lamas,1943-12-27,Tango,02:40,RCA Victor,Shellac,60-0329
1282,Prisionero,Juan D'Arienzo y su Orquesta Típica,Héctor Mauré,1943-12-27,Vals,02:28,RCA Victor,Shellac,60-0388
1283,El apache argentino,Juan D'Arienzo y su Orquesta Típica,Instrumental,1944-05-17,Tango,03:08,RCA Victor,Shellac,68-0535
1284,Lilián,Juan D'Arienzo y su Orquesta Típica,Héctor Mauré,1944-05-17,Tango,03:22,RCA Victor,Shellac,68-0535
1285,Después,Juan D'Arienzo y su Orquesta Típica,Alberto Echagüe,1944-07-07,Tango,03:00,RCA Victor,Shellac,60-0476
1286,Amarras,Juan D'Arienzo y su Orquesta Típica,Héctor Mauré,1944-07-21,Tango,03:26,RCA Victor,Shellac,60-0497
1287,Yo me llamo Eloy Peralta,Juan D'Arienzo y su Orquesta Típica,Alberto Echagüe,1944-08-29,Milonga,02:47,RCA Victor,Shellac,60-0531
1288,La madrugada,Juan D'Arienzo y su Orquesta Típica,Alberto Echagüe,1944-09-21,Tango,02:32,RCA Victor,Shellac,60-0547
1289,La mañana,Juan D'Arienzo y su Orquesta Típica,Alberto Echagüe,1944-10-24,Milonga,02:19,RCA Victor,Shellac,60-0552
1290,El paisanito,Juan D'Arienzo y su Orquesta Típica,Alberto Echagüe,1944-12-15,Milonga,02:16,RCA Victor,Shellac,60-0620
1291,Seamos amigos,Juan D'Arienzo y su Orquesta Típica,Alberto Echagüe,1944-12-15,Tango,02:36,RCA Victor,Shellac,60-0628
1292,Magdala,Juan D'Arienzo y su Orquesta Típica,Armando Laborde,1944-12-26,Tango,02:34,RCA Victor,Shellac,60-0620
1293,Me gusta bailar milonga,Juan D'Arienzo y su Orquesta Típica,Alberto Echagüe,1944-12-26,Milonga,01:58,RCA Victor,Shellac,60-0646
1294,Corrientes y Esmeralda,Juan D'Arienzo y su Orquesta Típica,Alberto Echagüe,1945-05-04,Tango,02:32,RCA Victor,Shellac,60-0699
1295,Vamos zaino,Juan D'Arienzo y su Orquesta Típica,Armando Laborde,1945-10-03,Tango,02:53,RCA Victor,Shellac,60-0801
1296,Leguisamo solo,Juan D'Arienzo y su Orquesta Típica,Alberto Echagüe,1945-10-26,Tango,02:45,RCA Victor,Shellac,60-0822
1297,Hotel Victoria,Juan D'Arienzo y su Orquesta Típica,Instrumental,1948-02-18,Tango,02:30,RCA Victor,Shellac,60-1554
1298,Cruz Maidana,Juan D'Arienzo y su Orquesta Típica,Armando Laborde,1950-05-05,Tango,02:40,RCA Victor,Shellac,68-0664
1299,Ganzúa,Juan D'Arienzo y su Orquesta Típica,Alberto Echagüe,1951-09-12,Milonga,02:17,RCA Victor,Shellac,68-0188
1300,Trampa,Juan D'Arienzo y su Orquesta Típica,Armando Laborde,1952-08-13,Milonga,02:15,RCA Victor,Shellac,68-0374
1301,Comme il faut,Aníbal Troilo y su Orquesta Típica,Instrumental,1938-03-07,Tango,02:39,Odeon,Shellac,7160
1302,Yo soy el tango,Aníbal Troilo y su Orquesta Típica,Francisco Fiorentino,1941-03-04,Tango,02:23,RCA Victor,Shellac,39246
1303,Toda mi vida,Aníbal Troilo y su Orquesta Típica,Francisco Fiorentino,1941-03-04,Tango,02:56,RCA Victor,Shellac,39256
1304,Te aconsejo que me olvides,Aníbal Troilo y su Orquesta Típica,Francisco Fiorentino,1941-04-16,Tango,02:59,RCA Victor,Shellac,39265
1305,Tabernero,Aníbal Troilo y su Orquesta Típica,Francisco Fiorentino,1941-05-28,Tango,03:17,RCA Victor,Shellac,39299
1306,El bulín de la calle Ayacucho,Aníbal Troilo y su Orquesta Típica,Francisco Fiorentino,1941-06-17,Tango,02:25,RCA Victor,Shellac,39318
1307,Guapeando,Aníbal Troilo y su Orquesta Típica,Instrumental,1941-07-11,Tango,02:47,RCA Victor,Shellac,68-1727
1308,En esta tarde gris,Aníbal Troilo y su Orquesta Típica,Francisco Fiorentino,1941-07-18,Tango,03:13,RCA Victor,Shellac,39348
1309,Total pa' qué sirvo,Aníbal Troilo y su Orquesta Típica,Francisco Fiorentino,1941-09-06,Tango,02:39,RCA Victor,Shellac,39403
1310,Cautivo,Aníbal Troilo y su Orquesta Típica,Francisco Fiorentino,1941-10-09,Tango,02:28,RCA Victor,Shellac,39460
1311,Tu diagnóstico,Aníbal Troilo y su Orquesta Típica,Francisco Fiorentino,1941-10-09,Vals,02:11,RCA Victor,Shellac,39434
1312,No le digas que la quiero,Aníbal Troilo y su Orquesta Típica,Francisco Fiorentino,1941-10-23,Tango,02:47,RCA Victor,Shellac,39487
1313,Sencillo y compadre,Aníbal Troilo y su Orquesta Típica,Francisco Fiorentino,1941-11-21,Tango,02:53,RCA Victor,Shellac,39502
1314,Malena,Aníbal Troilo y su Orquesta Típica,Francisco Fiorentino,1942-01-08,Tango,02:56,RCA Victor,Shellac,39519
1315,Pa' que bailen los muchachos,Aníbal Troilo y su Orquesta Típica,Francisco Fiorentino,1942-04-16,Tango,02:45,RCA Victor,Shellac,39579
1316,Mi castigo,Aníbal Troilo y su Orquesta Típica,Francisco Fiorentino,1942-04-16,Tango,02:30,RCA Victor,Shellac,39582
1317,Fueye,Aníbal Troilo y su Orquesta Típica,Francisco Fiorentino,1942-06-12,Tango,03:14,RCA Victor,Shellac,39630
1318,Suerte loca,Aníbal Troilo y su Orquesta Típica,Francisco Fiorentino,1942-06-15,Tango,02:48,RCA Victor,Shellac,39627
1319,Los mareados,Aníbal Troilo y su Orquesta Típica,Francisco Fiorentino,1942-06-15,Tango,02:32,RCA Victor,Shellac,39637
1320,Acordándome de vos,Aníbal Troilo y su Orquesta Típica,Francisco Fiorentino,1942-07-23,Vals,02:40,RCA Victor,Shellac,39675
1321,El encopao,Aníbal Troilo y su Orquesta Típica,Francisco Fiorentino,1942-09-01,Tango,03:07,RCA Victor,Shellac,39699
1322,No te apures carablanca,Aníbal Troilo y su Orquesta Típica,Francisco Fiorentino,1942-09-18,Tango,02:56,RCA Victor,Shellac,39744
1323,Ficha de oro,Aníbal Troilo y su Orquesta Típica,Francisco Fiorentino,1942-10-09,Milonga,02:43,RCA Victor,Shellac,39744
1324,De pura cepa,Aníbal Troilo y su Orquesta Típica,Instrumental,1942-10-22,Milonga,02:29,RCA Victor,Shellac,39790
1325,El chupete,Aníbal Troilo y su Orquesta Típica,Instrumental,1942-10-22,Tango,02:59,RCA Victor,Shellac,39771
1326,Pa' qué seguir,Aníbal Troilo y su Orquesta Típica,Francisco Fiorentino,1942-12-14,Tango,02:32,RCA Victor,Shellac,39812
1327,Buenos Aires,Aníbal Troilo y su Orquesta Típica,Francisco Fiorentino,1942-12-29,Tango,03:22,RCA Victor,Shellac,39848
