,Title,Rhythm,Year of Composition,Music Composer,Lyrics Composer,Genre,Vocalist,Ensemble,Instrumentalist,Recording Info,Duration,File ID
155,Acquaforte,Tango,1932,Horacio Pettorossi,Juan Carlos Marambio Catán,Tango,Miguel Montero,Orquesta,Osvaldo Pugliese,23-7-1958 Buenos Aires Odeon 52381 23241,02:55,15
156,Acquaforte,Tango,1932,Horacio Pettorossi,Juan Carlos Marambio Catán,Tango,Carlos Gardel,"Guitarras de Barbieri, Pettorossi, Riverol y Vivas",,22-2-1933 Buenos Aires Odeon 18880 7351/1,02:07,7575
157,Acquaforte,Tango,1932,Horacio Pettorossi,Juan Carlos Marambio Catán,Tango,Luis Cardei,,Antonio Pisano,2000 Buenos Aires DBN CD-51686,,
158,Acuarela del Brasil (Aquarela do Brasil),Arr. en tango,,Ary Barroso,,Arr. en tango,Instrumental,Orquesta,Miguel Caló,1959 Brasil Odeon LDM-8143 12145,,
159,Acuarelita del arrabal,Tango,1925,Cátulo Castillo,José González Castillo,Tango,Carlos Gardel,Guitarras de Barbieri y Ricardo,,1925 Buenos Aires Odeon 18137 3010/1,02:34,6220
160,Acuérdate de mí [b],Vals,1944,Alfredo Cucci,Héctor Marcó,Vals,Jorge Durán,Orquesta,Carlos Di Sarli,29-8-1946 Buenos Aires RCA-Victor 60-1035 82311,,
161,Adiós,Tango,,Mariano Mores,"Pierre Cour, Alberto Laureano Martínez",Tango,Alberto Marino,Orquesta,Miguel Caló,5-6-1967 Buenos Aires Odeon LDB-126 33499,,
162,Adiós,Tango,,Mariano Mores,"Pierre Cour, Alberto Laureano Martínez",Tango,Aída Denis,Orquesta Radio El Mundo - Dir:,Juan Larenza,1967 Buenos Aires Toma radial,03:07,6964
163,Adiós,Tango,,Mariano Mores,"Pierre Cour, Alberto Laureano Martínez",Tango,Instrumental,Orquesta,Miguel Ángel Bertero,2010 Buenos Aires RCA-Sony Music 8869 775059 2,03:48,7122
164,Adiós adiós,Vals,,Alfredo Pelaia,Alfredo Pelaia,Vals,Carlos Dante Oscar Larroca,Orquesta,Alfredo De Angelis,13-7-1955 Buenos Aires Odeon 51775-A 20263,,
165,Adiós adiós adiós,Bolero,,Roberto Cantoral,Roberto Cantoral,Bolero,Roberto Rufino,,,31-3-1960 Buenos Aires RCA-Victor No editado 1704,,
166,Adiós amigo,Tango,,G. Gatto,,Tango,Instrumental,Orquesta,Pedro Maffia,1929 Buenos Aires Brunswick 1412 414,,
167,Adiós amigo,Tango,,G. Gatto,,Tango,Luis Díaz,Orquesta,Pedro Maffia,1930 Buenos Aires Brunswick 1421-A 628,,
168,Adiós Arolas (Se llamaba Eduardo Arolas),Tango,1949,Ángel D'Agostino,Enrique Cadícamo,Tango,Rubén Cané,Orquesta,Ángel D'Agostino,10-8-1953 Buenos Aires RCA-Victor 68-0974 SO-1085,,
169,Adiós Arolas (Se llamaba Eduardo Arolas),Tango,1949,Ángel D'Agostino,Enrique Cadícamo,Tango,Ángel Vargas,Orquesta Ángel Vargas dir:,Eduardo Del Piano,4-7-1949 Buenos Aires RCA-Victor 60-1806 91322,,
170,Adiós arrabal,Tango,1930,Juan Baüer,Carlos Lenzi,Tango,Ángel Vargas,Orquesta,Ángel D'Agostino,9-9-1941 Buenos Aires RCA-Victor 39404 59771,03:07,642
171,Adiós Bardi,Tango,,Osvaldo Pugliese,,Tango,Instrumental,Orquesta,Aníbal Troilo,28-9-1970 Buenos Aires RCA-Victor AVL-4006 10561,,
172,Adiós Bardi,Tango,,Osvaldo Pugliese,,Tango,Instrumental,Orquesta,Osvaldo Pugliese,17-10-1944 Buenos Aires Odeon 7668 14165,,
173,Adiós Buenos Aires,Tango,,Eduardo Arolas,,Tango,Instrumental,Orquesta,Eduardo Arolas,23-4-1917 Buenos Aires Victor 69587,03:06,1136
174,Adiós Buenos Aires [b],Tango,1938,Rodolfo Sciammarella,Leopoldo Torre Ríos,Tango,Ángel Vargas,Orquesta,Típica Victor,3-2-1938 Buenos Aires Victor 38375 12101,02:33,857
175,Adiós Chantecler,Tango,,Enrique Cadícamo,Enrique Cadícamo,Tango,Jorge Valdez,Orquesta,Juan D'Arienzo,19-11-1958 Buenos Aires RCA-Victor 1A-1805 JAAB-0766,02:55,1536
176,Adiós corazón,Tango,1957,Lalo Etchegoncelay,Héctor Sapelli,Tango,Tito Landó,Orquesta,Alfredo Gobbi,17-4-1958 Buenos Aires Orfeo 050006 103,,
177,Adiós corazón,Tango,1957,Lalo Etchegoncelay,Héctor Sapelli,Tango,Alfredo Del Río,Orquesta,Alfredo Gobbi,17-4-1958 Buenos Aires Orfeo,,
178,Adiós corazón,Tango,1957,Lalo Etchegoncelay,Héctor Sapelli,Tango,Roberto Florio,Orquesta,Carlos Di Sarli,16-1-1958 Buenos Aires RCA-Victor 1A-2078 T0445,,
179,Adiós corazón,Tango,1957,Lalo Etchegoncelay,Héctor Sapelli,Tango,Armando Guerrico,Orquesta,Fulvio Salamanca,29-11-1957 Buenos Aires Odeon 22716,02:35,6232
180,Adiós corazón,Tango,1957,Lalo Etchegoncelay,Héctor Sapelli,Tango,Jorge Maciel,Orquesta,Osvaldo Pugliese,29-5-1958 Buenos Aires Odeon 52352 23117,,
181,Adiós hermano,Tango,,Lucio D'Agostino,,Tango,Instrumental,Orquesta,Roberto Firpo,5-12-1931 Buenos Aires Odeon 3045 6976,03:06,6928
182,Adiós marinero,Tango,,Arturo Gallucci,Reinaldo Yiso,Tango,Carlos Dante Julio Martel,Orquesta,Alfredo De Angelis,27-12-1946 Buenos Aires Odeon 30404-B 16152,,
183,Adiós marinero,Tango,,Arturo Gallucci,Reinaldo Yiso,Tango,Alberto Podestá Raúl Berón,Orquesta,Francini-Pontier,16-1-1947 Buenos Aires RCA-Victor 60-1189 83210,02:46,6907
184,Adiós muchachos,Tango,1927,Julio César Sanders,César Vedani,Tango,Carlos Gardel,Guitarras de Barbieri y Ricardo,,26-6-1928 Buenos Aires Odeon 18245 2831/1,02:26,1313
185,Adiós muchachos,Tango,1927,Julio César Sanders,César Vedani,Tango,Julio Martel,Orquesta,Alfredo De Angelis,19-5-1950 Buenos Aires Odeon 55104-B 17660,,
186,Adiós muchachos,Tango,1927,Julio César Sanders,César Vedani,Tango,Carlos Gardel,Orquesta,Alfredo De Angelis,8-11-1973 Buenos Aires Odeon 8015-B 41005,,
187,Adiós muchachos,Tango,1927,Julio César Sanders,César Vedani,Tango,Instrumental,Orquesta,José Basso,12-5-1961 Buenos Aires Odeon LDS-818 26337,,
188,Adiós muchachos,Tango,1927,Julio César Sanders,César Vedani,Tango,Instrumental,Orquesta,José Basso,1970 Buenos Aires Almalí 30007,,
189,Adiós mujer,Tango,,Miguel Padula,,Tango,Instrumental,Orquesta,Donato-Zerrillo,1928 Buenos Aires Brunswick 1005,02:49,6933
190,Adiós Nonino,Tango,,Astor Piazzolla,Eladia Blázquez,Tango,Instrumental,Orquesta,Aníbal Troilo,6-12-1966 Buenos Aires RCA-Victor AVL-3724 6683,,
191,Adiós Nonino,Tango,,Astor Piazzolla,Eladia Blázquez,Tango,Instrumental,Quinteto,Astor Piazzolla,28-1-1961 Buenos Aires RCA-Victor TLP2-50032,04:07,1381
192,Adiós Nonino,Tango,,Astor Piazzolla,Eladia Blázquez,Tango,Instrumental,Orquesta,Leopoldo Federico,1963 Buenos Aires Columbia-CBS,03:30,654
193,Adiós Nonino,Tango,,Astor Piazzolla,Eladia Blázquez,Tango,Instrumental,Orquesta,Osvaldo Piro,1968 Buenos Aires Philips 82225,,
194,Adiós Nonino,Tango,,Astor Piazzolla,Eladia Blázquez,Tango,Instrumental,Orquesta,Osvaldo Piro,1977 Buenos Aires RCA-Victor AVS-4489,,
195,Adiós Nonino,Tango,,Astor Piazzolla,Eladia Blázquez,Tango,Instrumental,Ensamble Nueve,Osvaldo Piro,1991 Buenos Aires Melopea DM 071,,
196,Adiós pampa mía,Tango,1945,"Francisco Canaro, Mariano Mores",Ivo Pelay,Tango,Alberto Marino Floreal Ruiz,Orquesta,Aníbal Troilo,15-11-1945 Buenos Aires RCA-Victor 60-0825 80896,,
197,Adiós pampa mía,Tango,1945,"Francisco Canaro, Mariano Mores",Ivo Pelay,Tango,Instrumental,Quinteto,José Libertella,Buenos Aires EMI 8 53364 2,02:15,1742
198,Adiós pampa mía,Tango,1945,"Francisco Canaro, Mariano Mores",Ivo Pelay,Tango,Ranko Fujisawa,Orquesta,Miguel Caló,13-3-1964 Buenos Aires Odeon 29826,,
199,Adiós pampa mía,Tango,1945,"Francisco Canaro, Mariano Mores",Ivo Pelay,Tango,Alberto Marino,Orquesta,Miguel Caló,23-5-1967 Buenos Aires Odeon LDB-126 33470,,
200,Adiós pampa mía,Tango,1945,"Francisco Canaro, Mariano Mores",Ivo Pelay,Tango,Abel Córdoba,Orquesta,Osvaldo Pugliese,4-6-1976 Buenos Aires Odeon 6210 42853,,
201,Adiós pampa mía,Tango,1945,"Francisco Canaro, Mariano Mores",Ivo Pelay,Tango,Alberto Gómez,,Pedro Maffia,2-10-1946 Buenos Aires RCA-Victor 20515 15845,,
202,Adiós pampa mía,Tango,1945,"Francisco Canaro, Mariano Mores",Ivo Pelay,Tango,Rosanna Falasca,Orquesta,Raúl Garello,20-5-1975 Buenos Aires EMI-Odeon 6294,,
203,Adiós pampa mía,Tango,1945,"Francisco Canaro, Mariano Mores",Ivo Pelay,Tango,Alberto Amor,Orquesta,Rodolfo Biagi,31-1-1946 Buenos Aires Odeon 5658 15326,,
204,Adiós pampa mía,Tango,1945,"Francisco Canaro, Mariano Mores",Ivo Pelay,Tango,Nelly Omar,Orquesta,Francisco Canaro,28-1-1946 Buenos Aires Odeon 5277 15314,,
205,Adiós pampa mía,Tango,1945,"Francisco Canaro, Mariano Mores",Ivo Pelay,Tango,Lucho Gatica,Orquesta,Miguel Caló,1965 Chile Odeon LDM-8166,,
206,Adiós pampa mía,Tango,1945,"Francisco Canaro, Mariano Mores",Ivo Pelay,Tango,Instrumental,Orquesta,José Basso,1970 Buenos Aires Almalí 30007,,
207,Adiós para siempre [b],Tango,,José María Rizzuti,Nolo López,Tango,Ángel Vargas,Orquesta,Ángel D'Agostino,16-3-1942 Buenos Aires RCA-Victor 39552 69617,,
208,Adiós pueblo,Tango,,Agustín Bardi,José De Grandis,Tango,Instrumental,Orquesta,Ricardo Tanturi,14-8-1941 Buenos Aires RCA-Victor 39377 59715,,
209,Adiós querida (Adeus querida),Tango,,"Floriano Faissal, Eduardo Patané","Oscar Rubens, Floriano Faissal, Eduardo Patané",Tango,Carlos Dante Oscar Larroca,Orquesta,Alfredo De Angelis,9-11-1956 Buenos Aires Odeon 52063-A 21530,,
210,Adiós te vas,Tango,1943,Egidio Pittaluga,Cátulo Castillo,Tango,Roberto Rufino,Orquesta,Carlos Di Sarli,17-3-1943 Buenos Aires RCA-Victor 60-0023 84259,,
211,Adiós te vas,Tango,1943,Egidio Pittaluga,Cátulo Castillo,Tango,Carlos Acuña,Orquesta,Rodolfo Biagi,24-8-1943 Buenos Aires Odeon 5641 13071,,
212,Adiós te vas,Tango,1943,Egidio Pittaluga,Cátulo Castillo,Tango,Roberto Rufino,Orquesta,Osvaldo Requena,1973 Buenos Aires Microfón I 457,,
213,Adiós vidalita,Tango,,Juan Larenza,Lito Bayardo,Tango,Carlos Dante,Orquesta,Alfredo De Angelis,23-12-1949 Buenos Aires Odeon 30427-B 17537,,
214,Adiós… adiós corazón,Tango,1942,"Félix Lipesker, Emilio Barbato",Lito Bayardo,Tango,Alfredo Rojas,Orquesta,José García,4-11-1942 Buenos Aires Odeon 7407 12335,,
215,Adoración [b],Vals,,"Ramón Argüello, Pedro Pidoto","Ramón Argüello, Pedro Pidoto",Vals,Carlos Heredia Hugo Soler,Orquesta,Alfredo Gobbi,4-11-1947 Buenos Aires RCA-Victor 60-1485 83744,03:05,699
216,Adoración [b],Vals,,"Ramón Argüello, Pedro Pidoto","Ramón Argüello, Pedro Pidoto",Vals,Hugo Duval Carlos Heredia,Orquesta,Rodolfo Biagi,4-10-1951 Buenos Aires Odeon 55306 18222,,
217,Adoración [e],Tango,,Eduardo Bianco,Eduardo Bianco,Tango,Manuel Bianco,Orquesta,Eduardo Bianco,1928 París Odeon 165402-B KI 1933 x,02:43,7659
218,Afiches,Tango,,Atilio Stampone,Homero Expósito,Tango,Roberto Goyeneche,Orquesta,Atilio Stampone,3-10-1972 Buenos Aires RCA-Victor,03:05,1265
219,Afiches,Tango,,Atilio Stampone,Homero Expósito,Tango,Adriana Varela,Guitarra de,Esteban Morgado,1993 Buenos Aires Melopea CDMSE 5047 Maquillaje,,
220,Afiches,Tango,,Atilio Stampone,Homero Expósito,Tango,José Larralde,Guitarra de,José Larralde,1995 Buenos Aires DBN CD 51.356,04:10,3798
221,Afiches,Tango,,Atilio Stampone,Homero Expósito,Tango,Adriana Varela,Conjunto dir:,Esteban Morgado,1996 Buenos Aires Melopea/ND ND-02 Tango en vivo,,
222,Afilador,Ranchera,,Francisco Pracánico,Emilio Magaldi,Ranchera,Agustín Magaldi,Con orquesta,,2-9-1932 Buenos Aires RCA-Victor 37264 66897,03:02,3660
223,Afligido,Tango,,Mike Strand,,Tango,Instrumental,,Mariano Castro,2007 Buenos Aires Office Discos OF 1118,03:56,6365
224,Agua de manantial,Milonga,,Alfredo Sadi,Alfredo Sadi,Milonga,Marisa Otero,Con conjunto,,2012 Buenos Aires Independiente,03:12,7188
225,Agua florida,Tango,1928,Ramón Collazo,Fernán Silva Valdés,Tango,Ángel Vargas,Orquesta,Ángel D'Agostino,13-11-1941 Buenos Aires RCA-Victor 39479 59873,02:41,3089
226,Aguantate Casimiro,Tango,,Alberto Mastra,Alberto Mastra,Tango,Oscar Larroca,Orquesta,Alfredo De Angelis,7-4-1958 Buenos Aires Odeon 52325-B 22949,,
227,Aguantate Casimiro,Tango,,Alberto Mastra,Alberto Mastra,Tango,Roberto Goyeneche,Orquesta,Aníbal Troilo,23-12-1958 Buenos Aires Odeon DSOA E-1730 23760,,
228,Aguantate si podés,Tango,,Francisco Grillo,,Tango,Instrumental,Orquesta,Francisco Grillo,Buenos Aires,03:17,7106
229,Agüelita qué hora son,Tango,,Roberto Díaz,Cayetano Oreste,Tango,Floreal Ruiz,Orquesta,Francisco Rotundo,23-5-1949 Buenos Aires Odeon 30653 17297,,2961
230,Agüelita qué hora son,Tango,,Roberto Díaz,Cayetano Oreste,Tango,Nelly Omar,Guitarras de,Roberto Grela,20-11-1953 Buenos Aires Odeon,,
231,Ahí está,Tango,,Gastón Borderia,Miguel Brunetti,Tango,Armando Laborde,Orquesta,Juan D'Arienzo,29-4-1954 Buenos Aires RCA-Victor 68-1641 2082,,
232,Ahí va el dulce,Tango,,Juan Canaro,Osvaldo Sosa Cordero,Tango,Instrumental,Orquesta,José Basso,14-5-1958 Buenos Aires Odeon 51350 23070,,
233,Ahí va el dulce,Tango,,Juan Canaro,Osvaldo Sosa Cordero,Tango,Instrumental,Orquesta,Osmar Maderna,28-11-1950 Buenos Aires RCA-Victor 60-2069,,
234,Ahí va un tango,Tango,,Orlando Romanelli,Alberto Munilla,Tango,Nacho Cedrún,Trío,Las Bordonas,2007 Buenos Aires Típica Records 060-02,02:21,6312
235,Ahora,Tango,,Mariano Mores,Hipólito Paz,Tango,Hipólito Paz,Guitarras de,Alfredo Sadi,2002 Buenos Aires Particular S/Nº,03:22,6416
236,Ahora canta Juan Mondiola,Tango,,Rafael Carret,Rafael Carret,Tango,Guillermo Rico,Cuarteto,Oscar Sabino,1968 Buenos Aires Disk Jockey,,
237,Ahora no me conocés,Tango,1941,Armando Baliotti,Carlos Giampé,Tango,Ángel Vargas,Orquesta,Ángel D'Agostino,9-9-1941 Buenos Aires RCA-Victor 39404 59770,,
238,Ahora no me conocés,Tango,1941,Armando Baliotti,Carlos Giampé,Tango,Alberto Morán,Orquesta,Osvaldo Pugliese,27-6-1952 Buenos Aires Odeon 55425 18453,,
239,Ahora no me conocés,Tango,1941,Armando Baliotti,Carlos Giampé,Tango,Jorge Ortiz,Orquesta,Rodolfo Biagi,26-9-1941 Buenos Aires Odeon 5625 11457,02:30,2513
240,Ahora no me conocés,Tango,1941,Armando Baliotti,Carlos Giampé,Tango,Marga Fontana,Orquesta,Miguel Caló,1965 Colombia Odeon LDB-67,,
241,Ahora no me conocés,Tango,1941,Armando Baliotti,Carlos Giampé,Tango,Aníbal Jaule,Orquesta,Domingo Moles,1985 Buenos Aires AJ,,
242,Ahora soy casado,Tango,,Mario Mascaró,Luis Despaux,Tango,Alberto Gómez,Orquesta,Típica Victor,14-2-1931 Buenos Aires RCA-Victor 47614-B 60637/1,02:50,6942
243,Ahora te llaman Lulú,Milonga,,Mariano Mores,Rodolfo Taboada,Milonga,Hugo Del Carril Tita Merello,Orquesta,Mariano Mores,28-10-1969 Buenos Aires Odeon LDB-103 32003,,
244,Aire sin final,Tango,,Alfredo Rubín,Alfredo Rubín,Tango,Alfredo Rubín,,Alfredo Rubín,2004 Buenos Aires Acqua Records AQ 059,02:54,3705
245,Al aire libre,Tango,,Luis Stazo,Héctor Negro,Tango,Rosanna Falasca,Orquesta,Luis Stazo,1982 Buenos Aires Polydor,,
246,Al arrullo de un violín,Tango,,Carlos Arci,Carlos Arci,Tango,Instrumental,Orquesta,Angelo Cherry,Chile Particular AC727,03:38,6292
247,Al Colorado de Banfield,Tango,,"Ernesto Baffa, Roberto Pérez Prechi",,Tango,Instrumental,Orquesta,Alfredo De Angelis,1985 Buenos Aires Columbia 80292,,
248,Al compás de tu mentira,Tango,,Rodolfo Sciammarella,Héctor Canziani,Tango,Pedro Dátila,Orquesta,Osmar Maderna,2-2-1950 Buenos Aires RCA-Victor 60-1916,02:47,1461
249,Al compás de un tango,Tango,1942,Alberto Suárez Villanueva,Oscar Rubens,Tango,Juan Carlos Miranda,Orquesta,Lucio Demare,13-3-1942 Buenos Aires Odeon 8054 11885,,
250,Al compás de un tango,Tango,1942,Alberto Suárez Villanueva,Oscar Rubens,Tango,Alberto Castillo,Orquesta,Ricardo Tanturi,18-3-1942 Buenos Aires RCA-Victor 39553 69618,,
251,Al compás del corazón (Late un corazón),Tango,1942,Domingo Federico,Homero Expósito,Tango,Julio Sosa,Orquesta,Armando Pontier,21-6-1960 Buenos Aires CBS-Columbia 8269 2280,,
252,Al compás del corazón (Late un corazón),Tango,1942,Domingo Federico,Homero Expósito,Tango,Alberto Podestá,Orquesta,Carlos Di Sarli,9-4-1942 Buenos Aires RCA-Victor 39583 59970,,
253,Al compás del corazón (Late un corazón),Tango,1942,Domingo Federico,Homero Expósito,Tango,Raúl Berón,Orquesta,Miguel Caló,29-4-1942 Buenos Aires Odeon 8364 11964,02:48,773
254,Al compás del corazón (Late un corazón),Tango,1942,Domingo Federico,Homero Expósito,Tango,Oscar Serpa,Orquesta,Carlos Di Sarli,1952 Buenos Aires Music Hall 1042-A BA 1082,,
255,Al compás del corazón (Late un corazón),Tango,1942,Domingo Federico,Homero Expósito,Tango,Raúl Del Mar Héctor Gagliardi,Orquesta,Miguel Caló,1965 Colombia,,
256,Al compás del corazón (Late un corazón),Tango,1942,Domingo Federico,Homero Expósito,Tango,Lucho Gatica,Orquesta,Miguel Caló,1965 Chile Odeon LDM-8166,,
257,Al fin de cuentas,Tango,,Enrique Campos,Juan Fulginiti,Tango,Enrique Campos,Orquesta,Francisco Rotundo,22-1-1957 Buenos Aires Pampa 14191 MAI-2038,,
258,Al gran Horacio Salgán,Tango,,Oscar Alemán,,Tango,Instrumental,Solo de guitarra de,Oscar Alemán,1974 Buenos Aires Redondel L-809,03:55,6966
259,Al mundo le falta un tornillo,Tango,1933,José María Aguilar,Enrique Cadícamo,Tango,Carlos Gardel,"Guitarras de Barbieri, Pettorossi, Riverol y Vivas",,15-2-1933 Buenos Aires Odeon 18878 7352,02:35,1356
260,Al mundo le falta un tornillo,Tango,1933,José María Aguilar,Enrique Cadícamo,Tango,Lalo Martel,Orquesta,Alfredo De Angelis,20-7-1959 Buenos Aires Odeon 1223-B 24245,,
261,Al mundo le falta un tornillo,Tango,1933,José María Aguilar,Enrique Cadícamo,Tango,Julio Sosa,Orquesta,Armando Pontier,26-6-1959 Buenos Aires CBS-Columbia 8538 1886,,
262,Al pasar,Vals,,José Raúl Iglesias,Juan Bautista Gatti,Vals,Raúl Berón,Orquesta,Lucio Demare,3-9-1943 Buenos Aires Odeon 8069-B 13102,,
263,Al pasar,Vals,,José Raúl Iglesias,Juan Bautista Gatti,Vals,Enrique Campos,Orquesta,Ricardo Tanturi,6-8-1943 Buenos Aires RCA-Victor 60-0134 77130,,
264,Al pibe lo tengo yo,Tango,,Carlos Acosta,Carlos Acosta,Tango,Enrique Campos,Orquesta,Francisco Rotundo,19-9-1957 Buenos Aires Pampa 14205 MAI-2142,,
265,Al pie de la Santa Cruz,Tango,1933,Enrique Delfino,Mario Battistella,Tango,Oscar Alonso,Con orquesta,,Buenos Aires,,
266,Al pie de la Santa Cruz,Tango,1933,Enrique Delfino,Mario Battistella,Tango,Alberto Gómez,,,11-10-1933 Buenos Aires Victor,03:12,858
267,Al pie de la Santa Cruz,Tango,1933,Enrique Delfino,Mario Battistella,Tango,Carlos Dante,Orquesta,Alfredo De Angelis,23-12-1949 Buenos Aires Odeon 30426-B 17536,,
268,Al tango lo canto así,Tango,,Tita Merello,Tita Merello,Tango,Tita Merello,Orquesta,Héctor Varela,1974 Buenos Aires Microfón SE-60.123,,
269,Al verla pasar,Tango,,Joaquín Mora,José María Contursi,Tango,Amadeo Mandarino,Orquesta,Manuel Buzón,10-2-1942 Buenos Aires Odeon 3700 11843,03:05,2656
270,Al verla pasar,Tango,,Joaquín Mora,José María Contursi,Tango,Martín Podestá,Orquesta,Pedro Laurenz,7-1-1942 Buenos Aires RCA-Victor 39493 59986,,
271,Al volverte a ver,Tango,,Roberto Nievas Blanco,Julio Jorge Nelson,Tango,Ángel Vargas,Orquesta,Ángel D'Agostino,15-7-1942 Buenos Aires RCA-Victor 39657 69802,,
272,Aladino,Vals,,Rafael Farías,Julio Camilloni,Vals,Horacio Roca Alberto Guzmán,Orquesta,Ricardo Tanturi,9-12-1959 Buenos Aires RCA-Victor 15-2 KAAB1435,,
273,Alaridos en silencio,Tango,,Mony López,Jorge Waisburd,Tango,Mony López,,,Buenos Aires En vivo,03:05,4510
274,Alas azules,Tango,,Alfredo De Angelis,Gigí De Angelis,Tango,Gigí De Angelis Carlos Boledi,Orquesta,Alfredo De Angelis,1980 Buenos Aires Microfón 60129,,
275,Alegría de un teclado,Tango,,Omar Valente,,Tango,Instrumental,Orquesta,Omar Valente,1996 Buenos Aires EMI-Odeon,04:22,3834
276,Alejandra,Tango,,Aníbal Troilo,Ernesto Sabato,Tango,Jacqueline Sigaut,Orquesta dir:,Franco Polimeni,2012 Buenos Aires Independiente-UMI,02:58,7255
277,Alelí,Tango,1947,Alfredo De Angelis,José Rótulo,Tango,Carlos Dante,Orquesta,Alfredo De Angelis,20-3-1947 Buenos Aires Odeon 30406-B 16317,,
278,Alelí,Tango,1947,Alfredo De Angelis,José Rótulo,Tango,Pedro Dátila,Orquesta,Osmar Maderna,25-4-1947 Buenos Aires RCA-Victor 60-1289,02:44,591
279,Aleteando,Tango,,"Juan Pedro Castillo, Vicente Belvedere",Alfredo Faustino Roldán,Tango,Jorge Beiró,Orquesta,Alfredo Attadía,3-11-1954 Buenos Aires Pathé,03:35,7053
280,Algo bueno,Tango,,"Alfonso Gagliano, Pedro Gagliano",Carlos Bahr,Tango,Instrumental,Sexteto,Carlos Di Sarli,24-1-1930 Buenos Aires RCA-Victor 47344 60007,02:44,1749
281,Alguien,Tango,1956,Héctor Stamponi,Eugenio Majul,Tango,Alberto Podestá,Orquesta,Enrique Francini,19-11-1956 Buenos Aires RCA-Victor,02:46,1288
282,Alguien,Tango,1956,Héctor Stamponi,Eugenio Majul,Tango,Hugo Duval,Orquesta,Rodolfo Biagi,24-3-1956 Buenos Aires Odeon 51915 20859,,
283,Alguien le dice al tango,Tango,,Astor Piazzolla,Jorge Luis Borges,Tango,Carlos Varela [b],Conjunto dir:,Hernán Ruiz,1999 Buenos Aires M&M TK 38106,02:34,3709
284,Alguien se muere de amor,Canción,,Lalo De Los Santos,Charly Bustos,Canción,Adriana Varela,Conjunto dir:,Litto Nebbia,1993 Buenos Aires Melopea CDMSE 5047 Maquillaje,,
285,Alhucema,Tango,1944,Francisco Pracánico,Horacio Sanguinetti,Tango,Alberto Marino,Orquesta,Aníbal Troilo,31-8-1944 Buenos Aires RCA-Victor 60-0542 79833,,
286,Alhucema,Tango,1944,Francisco Pracánico,Horacio Sanguinetti,Tango,Horacio Quintana,Orquesta,Lucio Demare,25-9-1944 Buenos Aires Odeon 8076 14114,,
287,Alicia,Vals,,Guillermo Barbieri,Eugenio Cárdenas,Vals,Carlos Gardel,Guitarras de Aguilar y Barbieri,,12-11-1929 Buenos Aires Odeon 18947 4861,02:43,6917
288,Allá en el bajo,Tango,1926,"Agustín Magaldi, Pedro Noda","Ismael Aguilar, Gerónimo Martinelli Massa",Tango,Carlos Dante,Orquesta,Alfredo De Angelis,2-6-1949 Buenos Aires Odeon 30422-A 17310,02:42,3342
289,Allá en el bajo,Tango,1926,"Agustín Magaldi, Pedro Noda","Ismael Aguilar, Gerónimo Martinelli Massa",Tango,Instrumental,,Pedro Maffia,24-11-1926 Buenos Aires RCA-Victor 79763 1017,,
290,Allá en el cielo,Vals,,"Miguel Caló, Miguel Nijensohn","Miguel Caló, Miguel Nijensohn",Vals,Carlos Dante,Orquesta,Miguel Caló,25-3-1935 Buenos Aires Odeon 8352 8041,,
291,Alma de bohemio,Tango,1914,Roberto Firpo,Juan Andrés Caruso,Tango,Tino García,Orquesta,Ángel D'Agostino,10-6-1947 Buenos Aires RCA-Victor 60-1350 83476,,
292,Alma de bohemio,Tango,1914,Roberto Firpo,Juan Andrés Caruso,Tango,Nelly Vázquez,Orquesta,Aníbal Troilo,10-12-1965 Buenos Aires RCA-Victor AVL-3678 5575,,
293,Alma de bohemio,Tango,1914,Roberto Firpo,Juan Andrés Caruso,Tango,Alberto Podestá,Orquesta,Francini-Pontier,13-11-1946 Buenos Aires RCA-Victor 60-1117 82468,02:46,1965
